Id,CO2 Emissions(g/km)
54938,334.44467
54939,204.61125
54940,209.48604
54941,179.16333
54942,230.5951
54943,218.16621
54944,371.01028
54945,184.19357
54946,296.90543
54947,156.11635
54948,226.84106
54949,315.96768
54950,172.4537
54951,233.92918
54952,184.56854
54953,379.7708
54954,392.26782
54955,265.59723
54956,229.54282
54957,256.44638
54958,185.50195
54959,219.59317
54960,218.9946
54961,247.83739
54962,169.10126
54963,199.08998
54964,202.32289
54965,203.19669
54966,188.67159
54967,214.50354
54968,217.18745
54969,341.21936
54970,284.52737
54971,271.39194
54972,381.72546
54973,254.08456
54974,179.10974
54975,355.36584
54976,239.44446
54977,241.34329
54978,195.71898
54979,345.24945
54980,251.12762
54981,374.80728
54982,201.96904
54983,228.24136
54984,170.18019
54985,166.05016
54986,184.2709
54987,232.19481
54988,150.16808
54989,285.75757
54990,354.35556
54991,159.4705
54992,235.40839
54993,212.98752
54994,172.1061
54995,210.9699
54996,165.73114
54997,295.15698
54998,359.68704
54999,164.08653
55000,370.35425
55001,163.36455
55002,229.0663
55003,360.35413
55004,298.14417
55005,170.67242
55006,290.17758
55007,299.20496
55008,190.19196
55009,166.67413
55010,216.92693
55011,313.7754
55012,214.82709
55013,300.16388
55014,327.37527
55015,263.54602
55016,357.12503
55017,259.71167
55018,219.82803
55019,169.77768
55020,295.574
55021,213.83066
55022,257.99957
55023,184.49854
55024,259.4812
55025,368.66473
55026,207.26779
55027,160.97404
55028,242.84895
55029,122.32946
55030,232.8574
55031,361.9336
55032,203.57524
55033,171.89697
55034,197.47871
55035,328.9465
55036,236.47028
55037,256.81326
55038,356.316
55039,260.08197
55040,207.47368
55041,207.41493
55042,343.55667
55043,241.77881
55044,266.29868
55045,220.5253
55046,202.73157
55047,178.41537
55048,188.57762
55049,311.61368
55050,158.29875
55051,309.5812
55052,359.577
55053,264.05344
55054,436.3461
55055,252.62296
55056,266.39075
55057,197.51315
55058,314.60187
55059,284.49228
55060,182.70671
55061,176.28456
55062,223.87958
55063,336.1841
55064,387.5494
55065,218.90273
55066,163.83585
55067,202.70381
55068,233.85289
55069,316.36316
55070,213.73148
55071,264.9353
55072,307.10635
55073,182.77563
55074,256.7901
55075,178.6412
55076,370.1353
55077,164.74164
55078,191.41148
55079,352.58878
55080,144.52043
55081,348.0773
55082,304.90338
55083,223.92624
55084,220.57805
55085,375.1972
55086,226.33841
55087,252.72946
55088,175.7611
55089,223.77234
55090,240.27478
55091,347.69882
55092,327.37704
55093,311.36035
55094,170.99167
55095,223.52176
55096,260.53192
55097,309.09918
55098,260.67957
55099,240.1632
55100,221.64069
55101,184.93143
55102,232.14249
55103,308.16083
55104,198.60368
55105,281.27176
55106,222.90358
55107,311.49942
55108,202.85269
55109,330.84286
55110,283.1539
55111,309.2028
55112,302.06638
55113,245.6195
55114,273.42896
55115,198.88235
55116,166.20595
55117,185.22255
55118,297.30725
55119,328.6897
55120,430.51428
55121,363.8942
55122,173.90045
55123,171.27177
55124,212.90666
55125,213.7699
55126,179.52672
55127,242.49536
55128,165.46033
55129,226.74944
55130,252.7711
55131,228.00888
55132,277.32556
55133,172.73634
55134,237.71773
55135,171.12746
55136,381.4473
55137,230.20137
55138,274.95352
55139,212.55495
55140,181.07729
55141,190.89175
55142,151.22903
55143,196.07262
55144,237.6035
55145,401.74628
55146,216.33066
55147,199.22586
55148,243.9851
55149,168.21945
55150,197.64554
55151,179.52992
55152,159.40627
55153,231.72438
55154,160.48907
55155,376.842
55156,217.6288
55157,176.63927
55158,245.49474
55159,244.78787
55160,255.41849
55161,229.4369
55162,372.7446
55163,127.02546
55164,230.83159
55165,212.32109
55166,156.64653
55167,363.61832
55168,306.90503
55169,241.51955
55170,220.13403
55171,235.98833
55172,311.80838
55173,310.87347
55174,209.93799
55175,267.72455
55176,377.7946
55177,148.26167
55178,180.09894
55179,200.26448
55180,233.14017
55181,404.1786
55182,288.23645
55183,290.399
55184,293.23053
55185,309.94562
55186,352.5056
55187,167.30995
55188,254.0247
55189,226.88974
55190,135.35294
55191,254.13197
55192,327.0168
55193,315.12744
55194,147.6326
55195,183.11974
55196,165.6753
55197,313.38968
55198,327.66504
55199,208.61035
55200,237.56569
55201,311.19632
55202,175.73985
55203,186.51129
55204,200.09286
55205,128.14386
55206,188.04213
55207,216.49872
55208,322.37314
55209,234.63338
55210,189.88773
55211,306.98206
55212,194.41583
55213,246.28061
55214,178.55177
55215,171.87646
55216,320.044
55217,179.48198
55218,302.23004
55219,220.61536
55220,228.70937
55221,191.32787
55222,218.73035
55223,313.29187
55224,223.54823
55225,222.32234
55226,331.29504
55227,225.39441
55228,265.02866
55229,327.02576
55230,183.91705
55231,217.58572
55232,199.9319
55233,324.61047
55234,209.64792
55235,176.21103
55236,261.32758
55237,209.16284
55238,378.0305
55239,200.8385
55240,214.4253
55241,268.92007
55242,210.20671
55243,320.06866
55244,195.584
55245,196.04651
55246,240.38406
55247,290.95392
55248,205.4747
55249,128.71886
55250,276.9582
55251,399.85663
55252,279.21368
55253,168.18053
55254,291.6736
55255,366.47778
55256,300.7862
55257,193.15797
55258,166.15869
55259,170.4288
55260,232.83945
55261,325.64313
55262,206.23102
55263,209.43575
55264,188.82
55265,298.8169
55266,362.6216
55267,168.31529
55268,303.34723
55269,386.14447
55270,229.78088
55271,397.5408
55272,299.22958
55273,287.83145
55274,441.98822
55275,227.38516
55276,229.15831
55277,322.37427
55278,259.32574
55279,218.46263
55280,316.39563
55281,136.27362
55282,340.44876
55283,318.55084
55284,326.434
55285,223.52989
55286,266.45404
55287,205.54947
55288,312.85336
55289,158.98604
55290,205.28455
55291,202.77942
55292,246.09517
55293,287.4332
55294,294.57816
55295,207.55876
55296,364.8851
55297,274.25647
55298,199.19765
55299,168.93605
55300,186.1173
55301,253.04782
55302,329.3178
55303,278.83148
55304,248.9856
55305,333.13022
55306,236.06865
55307,393.98273
55308,180.23178
55309,208.56026
55310,282.84155
55311,252.07814
55312,198.05727
55313,284.82965
55314,168.11664
55315,193.90051
55316,205.94254
55317,241.8766
55318,123.22185
55319,380.8073
55320,285.48596
55321,197.90253
55322,364.48315
55323,223.20105
55324,184.30959
55325,383.13425
55326,358.2273
55327,116.5497
55328,340.26532
55329,322.28247
55330,212.40472
55331,156.92174
55332,181.27606
55333,217.90564
55334,373.80753
