Id,CO2 Emissions(g/km)
54938,321.4157
54939,208.46028
54940,211.72198
54941,220.70769
54942,218.30043
54943,224.23305
54944,372.31158
54945,178.91252
54946,309.56277
54947,156.43492
54948,224.05333
54949,319.05676
54950,173.68184
54951,226.71805
54952,196.80159
54953,428.33405
54954,399.76044
54955,265.79214
54956,228.00728
54957,251.54584
54958,180.81688
54959,207.88025
54960,219.25166
54961,242.51884
54962,193.17807
54963,193.78163
54964,198.47688
54965,208.8343
54966,229.0777
54967,203.63712
54968,205.28384
54969,341.39023
54970,270.22076
54971,261.77347
54972,372.4948
54973,240.24374
54974,229.49695
54975,359.4553
54976,227.7378
54977,240.22247
54978,203.9978
54979,358.24466
54980,252.93263
54981,377.50586
54982,261.5816
54983,229.44519
54984,167.60414
54985,149.88278
54986,187.36678
54987,223.21416
54988,181.12001
54989,271.76828
54990,352.8383
54991,172.34932
54992,256.6018
54993,294.8251
54994,182.48074
54995,199.27245
54996,162.49524
54997,286.9257
54998,361.08612
54999,160.83517
55000,397.22916
55001,182.49289
55002,227.25714
55003,368.8127
55004,291.1566
55005,168.2921
55006,297.2976
55007,292.27396
55008,173.23393
55009,200.74527
55010,220.83394
55011,303.77023
55012,211.32835
55013,305.1264
55014,324.10092
55015,267.20212
55016,384.99542
55017,248.942
55018,215.20854
55019,174.47531
55020,308.09726
55021,225.01947
55022,259.923
55023,206.7631
55024,258.7807
55025,389.16083
55026,213.7815
55027,180.94524
55028,246.21796
55029,141.89081
55030,231.30527
55031,366.41388
55032,196.3765
55033,174.59042
55034,192.15494
55035,291.58124
55036,232.37546
55037,258.94882
55038,353.47256
55039,274.38037
55040,199.94615
55041,201.9864
55042,374.9391
55043,245.67734
55044,248.06741
55045,217.50285
55046,196.76494
55047,178.7499
55048,234.70781
55049,304.4792
55050,198.9599
55051,306.0935
55052,354.6781
55053,264.00262
55054,410.32175
55055,270.0491
55056,270.52496
55057,201.89577
55058,342.80817
55059,287.15512
55060,188.1916
55061,128.27194
55062,213.52983
55063,340.45184
55064,395.67932
55065,217.33423
55066,194.34004
55067,192.39105
55068,234.34294
55069,310.29868
55070,203.78639
55071,250.83624
55072,304.28766
55073,166.82457
55074,261.1077
55075,170.19803
55076,382.23965
55077,185.44896
55078,197.63936
55079,370.3541
55080,159.6545
55081,363.09427
55082,301.9399
55083,225.15332
55084,215.80568
55085,398.49844
55086,235.16202
55087,252.74033
55088,180.1633
55089,216.16983
55090,241.2577
55091,381.3941
55092,294.18863
55093,308.9417
55094,161.92546
55095,229.1617
55096,273.5236
55097,316.88812
55098,244.14058
55099,226.68945
55100,235.13469
55101,222.0186
55102,232.1666
55103,333.88147
55104,192.01004
55105,263.89655
55106,227.75516
55107,319.19046
55108,196.70947
55109,324.79242
55110,277.6425
55111,305.84882
55112,308.3129
55113,252.98264
55114,288.6966
55115,193.30359
55116,138.16605
55117,175.98517
55118,281.64423
55119,333.93024
55120,427.4513
55121,365.98032
55122,174.89539
55123,157.19275
55124,215.79135
55125,210.71776
55126,183.17224
55127,240.99731
55128,111.212494
55129,221.38995
55130,253.01779
55131,218.02039
55132,279.197
55133,169.98344
55134,234.84265
55135,162.93295
55136,385.5164
55137,224.08585
55138,282.7644
55139,211.21112
55140,177.2507
55141,212.99063
55142,153.33832
55143,196.30075
55144,246.91948
55145,392.5973
55146,234.02664
55147,190.54015
55148,243.51492
55149,169.80217
55150,207.20851
55151,174.48969
55152,149.28326
55153,217.42682
55154,199.50682
55155,354.42538
55156,223.2352
55157,179.57298
55158,243.50035
55159,245.77055
55160,266.18677
55161,223.59637
55162,393.4789
55163,117.82442
55164,230.22057
55165,224.6137
55166,154.90532
55167,353.91745
55168,295.24448
55169,245.6935
55170,203.77911
55171,233.53262
55172,303.24188
55173,307.95837
55174,229.59155
55175,272.79843
55176,385.45648
55177,192.75967
55178,169.66606
55179,179.91988
55180,231.24132
55181,371.75742
55182,285.14078
