Id,CO2 Emissions(g/km)
54938,319.31552
54939,213.08334
54940,204.88293
54941,231.58887
54942,225.09525
54943,232.85626
54944,352.7035
54945,186.05322
54946,312.45557
54947,163.61722
54948,223.90598
54949,333.54242
54950,176.23795
54951,229.71025
54952,188.05258
54953,364.78262
54954,404.66983
54955,270.1581
54956,231.73839
54957,259.81607
54958,182.69855
54959,218.39444
54960,225.02888
54961,249.86914
54962,193.55606
54963,195.12404
54964,199.18764
54965,208.77608
54966,237.6705
54967,209.57265
54968,195.84708
54969,348.8669
54970,275.07532
54971,249.86731
54972,374.87683
54973,240.55864
54974,221.48216
54975,343.62958
54976,236.30391
54977,237.9241
54978,196.44832
54979,344.5051
54980,253.75378
54981,375.82483
54982,243.55292
54983,226.30823
54984,200.06752
54985,164.42966
54986,190.77325
54987,230.5077
54988,168.13034
54989,274.9784
54990,340.39584
54991,173.69566
54992,234.85043
54993,261.59506
54994,180.98091
54995,207.75629
54996,197.6534
54997,299.31012
54998,340.3765
54999,152.62486
55000,371.3106
55001,178.85544
55002,237.72136
55003,396.25766
55004,287.25284
55005,173.64043
55006,287.85956
55007,297.8507
55008,188.82881
55009,180.9787
55010,219.20213
55011,308.02005
55012,200.8091
55013,294.0839
55014,328.89777
55015,260.78458
55016,370.7194
55017,248.66827
55018,221.69101
55019,159.33618
55020,301.42145
55021,224.99718
55022,251.44237
55023,176.72343
55024,261.57562
55025,386.3448
55026,209.01373
55027,165.16312
55028,245.35246
55029,114.59365
55030,230.59094
55031,341.58344
55032,207.71086
55033,176.02689
55034,202.81628
55035,312.45575
55036,236.56107
55037,262.1877
55038,345.7447
55039,283.39175
55040,236.48718
55041,202.00719
55042,372.8175
55043,252.10881
55044,259.38928
55045,227.8854
55046,208.51382
55047,180.51018
55048,223.48076
55049,295.63196
55050,193.32991
55051,309.23453
55052,348.91336
55053,276.8779
55054,410.75943
55055,257.05087
55056,277.3813
55057,195.03143
55058,313.4153
55059,294.3268
55060,192.90698
55061,181.25996
55062,227.7633
55063,341.34274
55064,391.78293
55065,217.87039
55066,209.42865
55067,188.89563
55068,238.27849
55069,311.27002
55070,207.97472
55071,273.41254
55072,303.10513
55073,179.51826
55074,265.92215
55075,179.90547
55076,372.59265
55077,194.52908
55078,216.11823
55079,352.36038
55080,141.60918
55081,331.79962
55082,293.08
55083,227.98535
55084,225.8607
55085,371.9071
55086,229.54254
55087,262.98663
55088,179.0595
55089,256.27087
55090,237.74646
55091,337.97177
55092,327.09225
55093,310.75073
55094,167.09454
55095,229.41321
55096,261.46622
55097,314.4854
55098,249.46965
55099,236.36528
55100,261.9017
55101,216.46992
55102,228.14326
55103,279.85077
55104,195.46744
55105,253.01477
55106,230.49695
55107,312.4154
55108,201.73392
55109,323.14923
55110,273.78357
55111,323.24188
55112,302.89703
55113,249.05466
55114,284.52856
55115,194.81628
55116,161.37599
55117,181.38087
55118,320.81174
55119,320.5442
55120,418.5471
55121,350.83
55122,172.34438
55123,152.73132
55124,213.907
55125,220.11539
55126,172.33589
55127,238.03897
55128,135.33566
55129,230.35066
55130,256.72733
55131,225.3637
55132,293.0336
55133,165.94878
55134,235.24774
55135,179.38171
55136,398.01505
55137,234.04117
55138,279.31903
55139,206.791
55140,172.42525
55141,198.8928
55142,155.13477
55143,199.17044
55144,234.71448
55145,414.5178
55146,232.2422
55147,206.6849
55148,235.45639
55149,174.64758
55150,213.50209
55151,192.33493
55152,170.55934
55153,224.20937
55154,201.83307
55155,402.36884
55156,201.85493
55157,189.20328
55158,255.86552
55159,241.43784
55160,272.82474
55161,234.2076
55162,369.1855
55163,113.57856
55164,236.50812
55165,219.84398
55166,196.70857
55167,360.1835
55168,288.9513
55169,236.08368
55170,218.91048
55171,239.26128
55172,301.81873
55173,314.82428
55174,238.76895
55175,273.46896
55176,384.01608
55177,195.40062
55178,178.36569
55179,191.95595
55180,233.32317
55181,368.5419
55182,282.37814
55183,254.29735
55184,295.17328
55185,303.76108
55186,340.21664
55187,139.9599
55188,267.2837
55189,220.6334
55190,181.94334
55191,266.6113
55192,325.26315
55193,329.741
55194,176.52739
55195,193.0317
55196,158.1209
55197,313.57767
55198,311.85596
55199,205.30481
55200,255.22716
55201,336.0585
55202,176.8354
55203,159.61136
55204,191.09245
55205,172.17026
55206,220.80699
55207,226.66417
55208,329.56973
55209,254.40703
55210,216.41808
55211,300.24362
55212,189.95212
55213,289.14185
55214,214.16464
55215,202.71965
55216,333.00327
55217,169.23447
55218,279.13962
55219,227.56635
55220,223.41412
55221,195.09094
55222,228.15443
55223,318.2383
55224,254.41234
55225,215.50989
55226,307.4043
55227,233.1965
55228,251.75099
55229,330.05157
55230,179.17897
55231,221.94037
55232,187.08885
55233,337.8072
55234,218.11647
55235,175.67912
55236,234.30156
55237,214.5423
55238,372.05588
55239,210.33888
55240,218.91724
55241,273.32602
55242,214.69124
55243,351.52286
55244,188.74525
55245,203.53941
55246,251.2038
55247,315.7649
55248,237.53989
55249,165.42375
55250,286.11407
55251,385.41492
55252,281.25012
55253,170.39001
55254,281.65384
55255,372.0985
55256,310.29752
55257,213.29382
55258,172.09738
55259,170.98714
55260,232.6017
55261,306.6592
55262,209.68011
55263,215.08498
55264,187.17287
55265,302.73502
55266,358.115
55267,179.28705
55268,301.16583
55269,383.3833
55270,229.40079
55271,393.33524
55272,311.7128
55273,293.02005
55274,389.6058
55275,230.85857
55276,266.39246
55277,330.8946
55278,252.33536
55279,224.99998
55280,288.2542
55281,183.39691
55282,322.09152
55283,300.98535
55284,314.73267
55285,220.05226
55286,270.89044
55287,183.46324
55288,340.54276
55289,157.89996
55290,229.7667
55291,202.76295
55292,248.72249
55293,301.87973
55294,297.45132
55295,202.34169
55296,363.16867
55297,270.30402
55298,201.63329
55299,174.63264
55300,189.22926
55301,248.36652
55302,324.92072
55303,261.3647
55304,246.72263
55305,316.76712
55306,238.08717
55307,405.54675
55308,176.96805
55309,204.22362
55310,281.8608
55311,250.76302
55312,200.98141
55313,292.13562
55314,170.99721
55315,199.47328
55316,202.3432
55317,244.85396
55318,154.93195
55319,392.306
55320,275.73035
55321,196.9386
55322,382.05426
55323,219.0587
55324,186.76947
55325,409.97275
55326,372.6725
55327,161.55719
55328,324.4543
55329,320.77673
55330,211.31326
55331,193.82507
55332,220.99246
55333,221.36137
55334,391.61594
55335,317.21167
55336,221.29692
55337,159.28027
55338,276.55914
55339,232.65312
55340,244.7196
55341,396.65515
55342,179.61343
55343,275.9754
55344,181.2963
55345,204.63744
55346,198.98322
55347,293.6774
55348,191.8131
55349,307.72272
55350,333.55585
55351,193.14708
55352,174.53549
55353,203.66837
55354,326.46866
55355,256.83096
55356,245.74777
55357,175.45483
55358,247.46184
55359,242.0736
55360,236.1574
55361,425.61942
55362,334.47546
55363,324.73853
55364,329.91812
55365,200.43538
55366,310.49182
55367,403.18414
55368,218.50734
55369,243.64845
55370,357.89432
55371,178.68733
55372,275.93835
55373,268.09924
55374,298.59286
55375,308.15048
55376,274.27115
55377,217.75035
55378,256.9858
55379,184.90358
55380,242.67801
55381,229.85057
55382,215.37611
55383,293.871
55384,257.00986
55385,247.34056
55386,225.02657
55387,257.95264
55388,255.85005
55389,252.25757
55390,263.4901
55391,244.01503
55392,235.89427
55393,344.25705
55394,196.0768
55395,191.61842
55396,155.84302
55397,239.24635
55398,198.9717
55399,205.48933
55400,189.94986
55401,359.1768
55402,256.6489
55403,293.5382
55404,329.3492
55405,259.0
55406,334.55017
55407,345.0777
55408,231.60608
55409,391.54315
55410,288.27792
55411,221.91205
55412,159.06427
55413,302.7071
55414,176.58546
55415,261.7476
55416,222.1475
55417,177.21329
55418,229.26132
55419,258.2098
55420,237.7417
55421,235.06474
55422,174.65894
55423,262.2385
55424,266.9614
55425,179.65553
55426,331.9803
55427,213.36258
55428,200.90755
55429,328.23108
55430,232.22388
55431,231.40758
55432,316.0074
55433,440.22336
55434,204.46442
55435,193.36096
55436,276.73932
55437,191.36928
55438,203.31097
55439,308.74213
55440,362.33295
55441,188.96294
55442,238.53357
55443,271.7807
55444,237.66443
55445,240.70901
55446,244.1225
55447,342.83572
55448,267.27176
55449,316.15247
55450,282.05722
55451,273.2803
55452,398.62585
55453,195.98479
55454,251.5025
55455,185.78273
55456,300.0489
55457,312.47845
55458,307.52902
55459,147.19
55460,322.55505
55461,189.08745
55462,220.40424
55463,213.51277
55464,381.47885
55465,173.41731
55466,202.31038
55467,196.6984
55468,206.81375
55469,217.94258
55470,251.04504
55471,283.74048
55472,230.0073
55473,193.3078
55474,318.57864
55475,290.46002
55476,310.29453
55477,139.09619
55478,269.88467
55479,193.63074
55480,136.03636
55481,253.7884
55482,316.0188
55483,234.1775
55484,207.01488
55485,205.96931
55486,304.14465
55487,387.8987
55488,233.28639
55489,224.63525
55490,226.49425
55491,206.49928
55492,233.4108
55493,330.63705
55494,325.4455
55495,189.05713
55496,335.4069
55497,297.62057
55498,301.78226
55499,220.40639
55500,385.44116
55501,255.4045
55502,197.1853
55503,181.41827
55504,313.25232
55505,264.70172
55506,151.27791
55507,247.32149
55508,311.45114
55509,319.4395
55510,223.24832
55511,216.11855
55512,276.499
55513,161.2586
55514,246.29958
55515,162.27982
55516,252.5826
55517,173.26028
55518,178.66066
55519,235.75159
55520,198.98375
55521,367.7381
55522,150.1947
55523,269.89758
55524,195.66191
55525,227.49765
55526,231.83832
55527,369.35703
55528,195.66696
55529,386.6058
55530,138.92047
55531,230.9588
55532,169.46974
55533,250.90173
55534,270.86243
55535,286.22507
55536,317.39108
55537,227.5471
55538,193.50928
55539,334.23843
55540,172.00737
55541,138.39381
55542,265.83258
55543,222.35773
55544,179.97487
55545,207.09079
55546,360.27158
55547,191.14214
55548,193.77232
55549,214.57515
55550,319.70004
55551,311.04208
55552,175.48018
55553,353.2614
55554,258.25317
55555,168.75233
55556,315.53693
55557,202.06747
55558,272.53156
55559,207.30223
55560,220.28404
55561,246.3888
55562,301.56973
55563,210.3593
55564,244.72617
55565,268.4271
55566,181.88095
55567,195.60812
55568,183.09512
55569,312.25888
55570,237.6705
55571,194.61064
55572,232.63931
55573,229.08708
55574,270.43985
55575,262.08508
55576,199.1916
55577,228.82462
55578,219.81767
55579,225.68414
55580,237.58005
55581,230.17216
55582,187.75157
55583,320.5096
55584,351.31448
55585,352.35846
55586,393.9661
55587,209.32318
55588,217.01045
55589,244.24745
55590,216.70091
55591,300.92264
55592,270.5346
55593,264.11148
55594,246.64127
55595,187.82144
55596,338.78342
55597,411.29095
55598,314.51797
55599,222.08717
55600,216.31973
55601,246.03755
55602,377.67484
55603,132.28961
55604,199.67604
55605,169.43056
55606,364.04562
55607,314.65512
55608,212.84306
55609,224.10617
55610,333.98898
55611,204.24927
55612,304.43234
55613,162.30435
55614,269.36508
55615,253.98389
55616,188.25288
55617,176.8554
55618,183.91199
55619,183.46024
55620,248.99571
55621,267.25122
55622,257.67984
55623,208.63387
55624,302.64545
55625,255.13574
55626,317.1478
55627,226.07849
55628,234.49728
55629,249.15347
55630,234.82042
55631,282.9825
55632,293.83936
55633,212.4913
55634,226.14876
55635,185.40996
55636,270.01932
55637,338.82388
55638,266.11856
55639,230.87907
55640,223.13953
55641,174.55423
55642,235.3979
55643,180.21735
55644,278.85544
55645,168.37363
55646,188.96672
55647,250.14424
55648,254.11278
55649,262.49112
55650,177.61295
55651,261.4879
55652,185.51811
55653,161.55719
55654,275.48032
55655,314.63876
55656,340.9939
55657,236.52084
55658,219.66743
55659,264.06705
55660,168.70016
55661,214.63206
55662,384.00458
55663,216.69121
55664,270.2251
55665,251.89479
55666,340.15674
55667,161.35272
55668,270.05768
55669,279.14465
55670,163.60489
55671,208.05356
55672,295.53445
55673,241.5189
55674,198.6266
55675,397.5624
55676,171.75299
55677,178.11636
55678,182.73174
55679,370.64206
55680,248.7086
55681,320.62955
55682,232.35725
55683,253.87802
55684,231.87555
55685,354.779
55686,231.23563
55687,205.09988
55688,163.11993
55689,194.36264
55690,334.69156
55691,249.78761
55692,285.01294
55693,222.4302
55694,245.11249
55695,262.80905
55696,233.51733
55697,229.27536
55698,219.78018
55699,127.9883
55700,313.4052
55701,164.08908
55702,219.17024
55703,159.431
55704,260.3005
55705,226.4357
55706,330.48883
55707,228.5795
55708,249.12088
55709,176.23279
55710,173.63466
55711,155.12883
55712,190.32245
55713,403.76663
55714,217.27405
55715,228.64098
55716,243.79575
55717,252.81447
55718,180.66006
55719,222.09392
55720,285.17615
55721,117.76175
55722,389.34106
55723,174.39436
55724,378.847
55725,249.69183
55726,222.98683
55727,367.5698
55728,340.66986
55729,176.6192
55730,270.44885
55731,266.3602
55732,205.71164
55733,248.72249
55734,288.2481
55735,238.42218
55736,135.95181
55737,219.1838
55738,270.6324
55739,322.14212
55740,259.47266
55741,164.51263
55742,215.79913
55743,312.30844
55744,236.82237
55745,267.2231
55746,196.65352
55747,226.25592
55748,223.92038
55749,207.60922
55750,191.12021
55751,352.76697
55752,230.39355
55753,179.31982
55754,241.16397
55755,261.58597
55756,165.48119
55757,349.28354
55758,241.72682
55759,255.31645
55760,183.76382
55761,301.033
55762,189.11256
55763,189.54095
55764,316.72766
55765,297.01663
55766,175.44707
55767,351.41602
55768,205.14626
55769,211.29138
55770,167.47408
55771,353.55
55772,237.09285
55773,215.2567
55774,176.0447
55775,310.73148
55776,287.94727
55777,228.32887
55778,236.82237
55779,243.28703
55780,348.25964
55781,245.21788
55782,169.33109
55783,215.0079
55784,198.7798
55785,261.33148
55786,293.46292
55787,337.8459
55788,244.33846
55789,321.7414
55790,251.04771
55791,271.61008
55792,315.2305
55793,223.89679
55794,328.59433
55795,348.48624
55796,250.8372
55797,185.55864
55798,168.11626
55799,148.50923
55800,305.76578
55801,220.00375
55802,278.74527
55803,225.51846
55804,202.03114
55805,234.73138
55806,191.79291
55807,236.01846
55808,229.49207
55809,218.81413
55810,162.1678
55811,306.68472
55812,137.55841
55813,202.15675
55814,224.17622
55815,220.16422
55816,177.24467
55817,269.7794
55818,171.2353
55819,385.05814
55820,339.82156
55821,234.57419
55822,180.47533
55823,195.74161
55824,205.34578
55825,207.6733
55826,259.41794
55827,189.52496
55828,175.11801
55829,324.24045
55830,197.904
55831,253.2017
55832,207.10992
55833,226.6522
55834,219.4187
55835,238.88664
55836,190.83295
55837,333.84732
55838,223.38329
55839,154.44714
55840,237.03506
55841,282.6218
55842,267.74112
55843,179.1335
55844,234.13055
55845,209.49869
55846,335.35028
55847,336.52914
55848,234.482
55849,204.00458
55850,255.7204
55851,206.95322
55852,249.28526
55853,211.99132
55854,258.2499
55855,239.63138
55856,174.49739
55857,259.7606
55858,230.79259
55859,179.55655
55860,235.08966
55861,307.3956
55862,212.55003
55863,297.2092
55864,190.42146
55865,243.4497
55866,220.33739
55867,270.51825
55868,194.06494
55869,333.7074
55870,189.12326
55871,188.8296
55872,219.07721
55873,284.12622
55874,285.20596
55875,238.10796
55876,255.47136
55877,260.92157
55878,178.87523
55879,200.73798
55880,212.39487
55881,191.4738
55882,213.11797
55883,253.26361
55884,302.89236
55885,203.48228
55886,190.42574
55887,170.07652
55888,164.8026
55889,266.72604
55890,174.35555
55891,266.8034
55892,381.2284
