Id,CO2 Emissions(g/km)
54938,330.21857
54939,208.38493
54940,208.87479
54941,231.08179
54942,228.94995
54943,232.21858
54944,345.0463
54945,181.64993
54946,311.44748
54947,164.11838
54948,227.47403
54949,314.27267
54950,173.06935
54951,223.08371
54952,188.583
54953,399.83167
54954,399.196
54955,268.30316
54956,231.71771
54957,273.04883
54958,187.92688
54959,223.74644
54960,212.65898
54961,251.08202
54962,199.8234
54963,205.26482
54964,191.17209
54965,197.62076
54966,241.34642
54967,207.95033
54968,210.62563
54969,349.35776
54970,276.95148
54971,247.30946
54972,384.21487
54973,241.56154
54974,218.03758
54975,349.97745
54976,231.2204
54977,240.30315
54978,200.92863
54979,356.76575
54980,251.90599
54981,347.3319
54982,219.72939
54983,227.79076
54984,169.31699
54985,156.45802
54986,193.02461
54987,233.17038
54988,171.6639
54989,276.44907
54990,331.1931
54991,169.97368
54992,229.13994
54993,286.7479
54994,187.21391
54995,196.45433
54996,177.52068
54997,298.22336
54998,351.79718
54999,162.58841
55000,372.73712
55001,170.81789
55002,231.3586
55003,370.91293
55004,290.16727
55005,169.59482
55006,292.58783
55007,290.05255
55008,187.09488
55009,174.14658
55010,223.3538
55011,316.385
55012,209.17659
55013,307.1142
55014,315.64615
55015,266.46027
55016,375.33493
55017,257.50476
55018,219.19917
55019,173.96956
55020,291.99255
55021,227.64774
55022,254.95386
55023,179.73184
55024,263.46738
55025,376.3724
55026,210.00829
55027,160.7262
55028,254.9843
55029,112.15282
55030,233.25792
55031,352.50922
55032,206.39142
55033,174.94225
55034,211.90454
55035,302.0417
55036,234.24228
55037,254.92378
55038,345.01166
55039,283.34485
55040,231.59465
55041,201.19635
55042,338.6908
55043,250.71964
55044,251.4541
55045,222.74971
55046,219.89987
55047,177.64003
55048,244.37906
55049,311.23242
55050,193.08517
55051,313.6324
55052,345.5315
55053,276.76227
55054,413.9861
55055,276.5198
55056,277.2721
55057,200.44972
55058,334.95966
55059,281.31165
55060,166.95406
55061,169.51198
55062,230.27296
55063,335.18973
55064,394.03024
55065,217.17787
55066,205.8024
55067,192.73558
55068,229.56754
55069,311.2233
55070,206.81744
55071,258.97476
55072,316.2499
55073,173.80458
55074,272.8566
55075,167.77411
55076,364.9271
55077,197.12532
55078,179.22226
55079,353.6106
55080,131.52965
55081,344.6144
55082,301.9237
55083,223.6501
55084,213.47868
55085,398.24326
55086,245.4809
55087,266.64667
55088,179.25977
55089,234.53435
55090,242.16182
55091,348.73474
55092,320.6036
55093,330.57965
55094,164.83897
55095,227.91626
55096,267.05887
55097,293.15433
55098,241.43672
55099,230.54193
55100,265.5516
55101,226.92572
55102,226.20628
55103,315.8231
55104,191.42743
55105,338.56488
55106,210.91179
55107,307.36462
55108,200.6662
55109,321.74918
55110,276.5804
55111,310.41846
55112,291.98193
55113,258.9238
55114,279.08115
55115,196.03262
55116,156.66338
55117,180.19339
55118,309.7442
55119,339.16156
55120,445.0494
55121,363.0474
55122,178.33194
55123,145.12698
55124,214.91708
55125,217.34756
55126,159.37654
55127,240.11815
55128,100.965645
55129,241.0899
55130,255.96768
55131,218.56122
55132,298.69794
55133,178.45801
55134,235.32646
55135,167.62694
55136,395.51578
55137,222.04947
55138,279.38812
55139,211.24779
55140,197.37238
55141,191.17072
55142,161.16782
55143,191.18652
55144,249.76497
55145,396.61606
55146,220.67747
55147,193.6679
55148,241.3635
55149,172.43991
55150,202.14412
55151,184.87735
55152,159.21675
55153,217.20522
55154,206.9764
55155,406.5011
55156,210.9867
55157,182.98863
55158,251.37129
55159,247.34805
55160,268.63815
55161,253.61177
55162,397.05392
55163,131.07841
55164,235.49065
55165,211.60284
55166,170.8323
55167,358.76877
55168,298.49432
55169,242.11842
55170,218.28001
55171,255.07437
55172,314.8752
55173,310.91547
55174,238.34688
55175,283.5778
55176,381.4025
55177,197.35358
55178,172.21158
55179,192.44768
55180,239.39407
55181,368.1554
